tag,published_at,type
v0.3.2,2026-02-03T17:11:28Z,patch
v0.3.0,2025-11-28T10:20:37Z,minor
v0.2.1,2025-11-28T08:50:04Z,patch
v0.2.0,2025-11-18T15:17:07Z,minor
v0.1.0,2025-11-17T13:35:53Z,minor
